"yrbrn","prtvteit","prtclfit","ipcrtiva","impricha","ipeqopta","ipshabta","impsafea","impdiffa","ipfrulea","ipudrsta","likrisk","liklead","sothnds","eqwrkbg","eqpolbg","ppltrst","trstlgl","trstplc","trstplt","trstep","trstun","lrscale","euftf","atchctr","atcherp","ccrdprs","edlvfit","trstprl","ipmodsta","ipgdtima","impfreea","iphlppla","ipsucesa","ipstrgva","ipadvnta","ipbhprpa","iprspota","iplylfra","impenva","imptrada","impfuna","ccnthum","dscrgrp","ctzcntr","brncntr","feethngr","pbldmna","volunfp","mbtru","emplrel","impcntr","hincfel","polintr","aesfdrk","gincdif","freehms","vteurmmb","lrnobed","domicil","loylead","wprtbym","actrolga"
"1985","1","1","2","2","2","3","2","2","3","3","2","3","4","5","5","5","6","7","5","5","5","7","2","8","2","6","6","5","2","3","1","2","2","2","4","3","2","2","3","2","3","4","2","1","1","1","2","2","3","1","4","2","3","2","4","2","2","2","3","3","2","2"
"1974",NA,NA,"2","2","3","3","4","4","4","4","1","2","4","3","3","5","2","3","3","4","4","8","5","7","6","1","4","2","5",NA,NA,"3","4","4","5","2","3",NA,NA,NA,NA,"1","2","1","1","1","2","2","3","2","3","2","3","2","3","3","33","3","4","3",NA,"2"
"1953",NA,NA,"1","4","1","1","1","5","3","2","2","1","6","6","6","2","5","4","0","2","4","5","6","10","6","4","4","5","1","3","1","1","3","2","5","5","5","1","2","1","3","3","2","1","1","1","2","2","2","1","3","1","3","2","2","2","55","3","3","4","1","2"
"1963",NA,NA,"3",NA,"3","3","3","3","3","3","4","4","4","6","5","4","5","5","3","4","3","2","3","6","6","6",NA,"5","3","3","3","3","3","3","3","2","3","2","3","2","3","3","2","1","1","1","2","2","3","2","3",NA,"2","2","2","2","1","3","3","3","2","3"
"1947",NA,NA,"5","6","1","5","1","3","2","2","2","2","6","5","4","2","5","6","1","4","5",NA,"0","8","4",NA,"2","3","1","4","1","2","3","1","4","3","2","1","2","2","3","55","2","1","1","1","2","2","3","1","4","3","4","2","1","3","55","2","1","4","2","1"
"1947",NA,NA,"5","5","3","4","2","4","4","3","0","0","6","6","3","3","0","8","0","0","0","0","0","10","0","0","1","0","3","6","5","1","4","2","6","2","1","1","1","1","6","1","2","1","1","1","2","2","3","1","4","3","3","1","4","2","1","1","4","2","2","1"
"1977",NA,NA,"2","4","1","4","1","3","2","1","2","5","5","5","4","6","7","7","0","4","4",NA,"5","9","7","5","17","4","1","3","1","1","4","1","6","2","1","1","1","2","3","3","2","1","1","1","2","2","1","1","2","1","4","2","1","1","55","3","3","4","2","1"
"1949",NA,NA,"6","6","3","3","1","4","2","2","0","0","4","3","3","0","6","6","0","0","0",NA,"0","0","0","6","2","0","2","5","2","3","4","2","6","1","6","3","3","3","3","4","2","1","1","1","2","2","3",NA,"4","3","4","1","1","3","2","2","4","4","2","1"
"1978","3",NA,"1","4","1","2","2","1","2","2","3","3","4","6","6","5","6","6","1","4","1","4","6","7","7","8","8","2","3","2","1","2","2","2","3","2","1","2","2","2","2","3","2","1","1","1","2","2","3","1","2","3","3","4","1","1","1","2","1","4","4","2"
"1978","3",NA,"2","3","2","2","2","2","2","2","2","2","6","5","4","2","1","2","0","0","3","5","8","5","5","4","8","1","5","5","2","2","2","1","3","3","2","2","2","2","2","3","2","1","1","1","2","2","2","1","4","2","4","2","2","2","1","2","4","5","2","1"
"1984","2","2","1","4","1","1","1","2","1","1","2","3","5","6","6","4","9","8","5","5","4","3","6","8","8","8","8","5","3","3","1","1","1","4","4","2","2","2","1","4","3","4","2","1","1","1","2","2","3","1","1","2","2","2","2","1","1","3","3","4","4","3"
"1960",NA,NA,"1","4","1","3","1","2","3","1","3","2","5","5","5","5","7","8","2","5","5",NA,"4","9","7","6","9","2","1","2","1","1","3","1","4","2","1","1","1","1","2","4","2","1","1","1","2","2","3","1","2","2","4","2","1","1","55","2","3","3","2","2"
"1975","3","3","1","1","1","1","1","1","1","1","3","3","6","6","6","7","6","6","6","6","6",NA,"5","10","10","7","9","6","4","1","1","1","1","1","3","1","1","1","2","2","1","3","2","1","1","1","2","2","3","2","2","1","3","2","1","1","1","2","3","2",NA,"2"
"1972",NA,NA,"2","4","3","4","2","2","4","3","3","2","4","4","4","5","1","8","1","1","1",NA,"3","6","5","5","9","1","2","3","1","2","2","2","4","2","2","2","2","2","2","3","2","1","1","1","2","2","3","1","3","2","4","1","2","2","55","2","3","3","2","1"
"1953","2","2","3","6","1","4","1","4","1","1","0","1","5","5","6","5","6","8","5","3","3","3","8","8","5","5","4","4","1","3","2","1","1","1","5","1","1","1","2","1","3","3","2","1","1","1","2","2","3","2","1","2","3","2","2","1","1","1","3","2","1","2"
"1975",NA,NA,"1","5","1","3","1","1","1","2","0","3","6","6","6","3","6","7","0","0","4",NA,"4","10","10","6","4","0","1","4","1","1","2","1","6","2","2","1","1","1","4","3","1","1","1","1","2","2","3",NA,"2","3","4","4","1","2","1","2","2","5","3","1"
"1976","1","1","2","4","4","5","4","2","2","1","5","3","6","6","4","7","8","8","5","5","6","8","1","10","6","4","12","8","1","3","1","1","1","1","3","1","1","1","1","1","1","2","2","1","1","1","2","2","3","2","2","1","2","2","1","2","1","2","3","3","2","3"
"1965","3",NA,"2","4","2","3","1","3","3","3","2","3","4","5","4","5","2","5","1","1","1","5","5","7","5","2","4","2","2","3","2","3","2","2","4","2","2","2","2","2","3","1","2","1","1","1","2","2","2","2","2","2","2","2","2","2","1","2","3","3","2","1"
"1978","3","3","4","3","3","3","3","3","3","3","3","4","5","6","6","0","9","6","5","6","6",NA,"0","9","7","6","8","5","4","3","3","3","3","3","3","3","3","3","3","3","3","3","2","1","1","1","2","2","3","1","3","2","3","2","1","2","1","2","3","2","1","3"
"1972",NA,NA,"3","6","1","3","1","3","1","2","0","1","6","6","6","2","5","7","4","2","3",NA,"8","7","7","7","4","4","1","4","1","1","1","2","5","1","2","1","1","1","3","3","2","1","1","1","2","1","3","1","1","3","4","2","1","1",NA,"2","3","3","3","1"
"1947","4",NA,"2","2","3","3","3","3","3","3","0","0","5","6","6","8","5","5","5",NA,"5","9","0","10","8","4","4","5","3","3","3","3","3","3","3","3","3","3","3","3","3","2","2","1","1","1","2","2","3","1","4","2","3","2","1","3","1","1","3","1","2","2"
"1956",NA,NA,"4","4","2","2","2","2","2","3","1","1","3","6","6","2","5","6","2","2","3","4","5","7","6","7","4","3","2","4","1","3","4","2","5","2","3","4","2","2","4","4","2","1","1","1","2","2","3","1","1","3","3","1","2","2","1","3","4","4","3","2"
"1952","2","2","4","5","3","4","3","5","3",NA,"0","0","4","4","5","1","0","3","0","0","0","0",NA,"6","3",NA,"6","0","3","5","3",NA,"4","2","6","3","3","3","3","1","4","3","2","1","1",NA,"2","2","3","1",NA,NA,"4",NA,"1",NA,"2",NA,"3","3","2","2"
"2008",NA,NA,"2","1","2","2","3","2","1","2","5","5","5","6","6","1","1","3","1","1","1",NA,"5","5","5","6","4","1","3","4","3","2","2","2","2","2","2","2","2","2","2","3","2","1","1","1","2","2","3",NA,"1","2","3","2","1","2",NA,"3","4","3","3","2"
"1978",NA,NA,"3","3",NA,"2","3","2",NA,"3","3",NA,NA,"6","5","0","0",NA,"0","0","2",NA,"2","6","6","5","17","3","3","2","1","3","1","3","3","2","2","2","3","3","1","3","2","1","1","1","2","2","3",NA,"2","1","3","2","2","2","1","2",NA,"2","2",NA
"1989",NA,NA,"3","6","3","3","3","3","4","3","4","2","4","5","4","3","3","6","1","0","0","8","1","10","0","0","12","3","3","5","3","3","3","1","4","3","3","3","3","3","3","1","2","1","1","1","2","1","3","1","3","1","3","4","2","3","2","1","3","2","3","1"
"2003",NA,NA,"2","3","3","3","3","2","2","3","4","3","3","3","3","5","6","8","3","5","5",NA,"9","8","8","5","8","5","3","3","3","3","2","2","4","4","4","4","4","4","2","3","2","1","1","1","2","2","3",NA,"1","4","3","2","3","3","1","3","4","3","3","2"
"1985",NA,NA,"3","3","2","1","1","3","3","3","3","3","4","6","4","6","7","7","5","4","4",NA,"6","8","5","8","12","7","1","6","3","2","2","1","4","2","3","2","3","3","3","4","2","1","1","1","2","2","2",NA,"2","2","2","2","1","3",NA,"3","3","3","2","3"
"1939",NA,NA,NA,"2","2","4",NA,NA,NA,"2","0","0","5",NA,NA,"8","4","8","0",NA,NA,NA,NA,"9",NA,NA,NA,"0","4",NA,NA,"2",NA,NA,NA,"2","2","2","3","1","1","4","2","1","1","1","2","2","3",NA,"2","3","4","2",NA,NA,NA,"1","4","2","1","1"
"1974",NA,NA,"3","3","4","4","4","3","3","3","3","4","3","4","4","3","1","1","1","1","1",NA,"4","3","3","5","4","1","4","4","4","4","4","4","3","3","3","3","4","4","4","1","2","1","1","1","2","2","3",NA,"1",NA,"4","2","2","2","1","3","4","3","1","1"
"1997",NA,NA,"1","2","1","1","1","1","1","1","0","5","6","6","6","0","7","7","0","5","3","2","10","10","10","7","9","1","3","3","1","1","1","1","3","2","4","1","1","3","3","4","2","1","1","1","2","2","3",NA,"2","1","1","1","1","1","1","3","4","3",NA,"3"
NA,NA,NA,"6","6","1","6","1","6",NA,NA,"0","0","6","4",NA,"3","2",NA,"0","2",NA,NA,NA,NA,NA,NA,"4","2","1","6",NA,NA,"5","3","6",NA,"5",NA,NA,"1","6",NA,"2","1","1",NA,"2","2","3",NA,"4","3","4","4","1",NA,"2",NA,NA,"4",NA,"1"
"1976","2","2","2","6","1","1","1","2","2","3","3","3","5","6","5","5","6","9","5","2","2","3","6","8","6","7","9","5","1","2","1","1","1","1","3","1","2","1","2","2","2","2","2","1","1","1","2","2","3","1","2","2","3","2","1","1","1","2","1","2","2","2"
"1985",NA,NA,"3","2","4","4","5","2","1","3","3","5","3","5","5","3","6","6","5","5","4",NA,"7","4","4","7","12","5","4","3","2","1","2","2","3","4","2","2","3","3","2","4","2","1","1","1","2","2","3",NA,"1","2","3","2","2","2","1","2","1","3","3","2"
"1962","31","2","3","4","1","1","1","2","2","2","0","6","5","6","6","7","8","9","6","7","7","1","10","10","10","9","17","7","2","2","2","2","1","1","1","1","1","1","1","1","1","5","2","1","1","1","2","2","1","1","1","1","4","1","2","2","1","5","3","2","2","1"
"1964",NA,NA,"1","1","1","1","1","1","1","1","5","5","5","6","3","8","6","6","6",NA,"9",NA,"5","10","10","4","9","6","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"2","1","1","2","2","2","3","1","2","1","2","2","1","2","1","2","4",NA,"1","3"
"1957",NA,NA,"3","6","1","3","1","3","2","3","2","3","6","5","5","3","3","2","2","1","2",NA,"2","10","5","0","4","3","1","4","1","1","1","1","5","2","1","1","2","1","4","4","2","1","1","1","2","2","3","1","2","3","3","2","1","4","1","2","1","4","1","1"
"1964","1",NA,"3","4","3","3","2","3","1","3","2","4","4","6","5","5","1","7","5","2","4","7","3","8","3","6","4","7","3","4","2","3","3","2","4","1","1","2","2","2","3","4","2","1","1","1","2","2","3","1","3","1","1","2","2","3","2","2","4","3","2","3"
"2002","3",NA,"1","1","1","1","1","1","1","2","4","5","6","6","5","8","9","9","2","3","8",NA,"8","10","9","4","4","2","4","2","1","1","1","1","2","2","3","1","1","2","1","4","2","1","1","1","2","1","3","1","2","2","4","1","1","2","1","4","3","5","2","1"
"1954","1",NA,"3","5","2","3","2","3","4","3","0","0","5","5","3","5","4","8","2","3","4","7","4","7","4","6","4","3","2","4","3","2","3","2","5","2","3","1","2","2","3","4","2","1","1","1","2","2","3","1","2","2","4","2","3","2","1","2","3","3","2","1"
"1974","2","2","1","4","1","3","2","1","1","1","2","4","6","6","6","6","7","7","4","4","2","4","6","8","8","8","17","3","2","3","1","1","2","3","4","1","1","2","1","2","3","4","2","1","1","1","2","2","3","1","1","3","2","2","1","1","1","3","3","3","5","3"
"1959","4","4","1","3","1","3","1","2","1","2","5","4","6","6","5","5","5","8","5","4","5","8","2","10","7","4","4","7","2","1","1","1","2","1","2","4","1","1","1","1","2","2","2","1","1","1","2","2","1","1","3","2","2","2","1","2","1","2","3","2","2","2"
"1991",NA,NA,"1","4","1","1","2","1","3","2","2","4","4","6","6","7","6","8","3","4","5","3","7","8","6","6","9","4","2","1","1","3","2","2","5","2","2","1","1","2","2","3","2","1","1","1","2","2","3","1","1","2","4","2","2","1","1","1","3","2","2","2"
"1962",NA,NA,"3","5","2","3","1","2","2","2","3","3","6","6","5","6","5","6","2","3","1",NA,"6","9","8","5","4","3","4","3","3","1","2","2","4","3","2","1","1","1","1","3","2","1","1","1","2","2","3",NA,"3","3","4","3","2","2","33","2","1","4","2","1"
"1962","1","1","2","6","1","4","2","1","1","1","1","1","6","6","6","7","8","10","7","6","5","7","7","10","7","10","17","7","1","2","2","2","1","1","4","1","3","1","1","1","2","3","2","1","1","1","1","1","3","1","2","1","2","1","2","2","1","1","3","2","2","4"
"1959","1",NA,"2","6","1","1","1","2","2","3","4","5","5","6","6","4","5","4","0","5","4","7","1","6","3","6","8","3","1","4","1","1","1","2","4","1","1","2","1","2","3","4","2","1","1","1","2","2","3","1","2","2","4","4","1","1","2","3","4","3","2","2"
"1964",NA,NA,"4","6","1","3","3","3","3","3","0","0","6","6","3","0","0","0","0","0","0","5","0","10","2","10","2","0","1","5","3","1","4","1","6","2","2","2","2","2","5","3","2","1","1","1","2","2","3",NA,"3","2","4","1","2","1","2","2","4","4","1","1"
"1968","1","1","4","4","1","4","1","4","1","1","0","1","5","6","6","4","8","8","5","4","4","7","5","10","6","7","8","5","2","4","1","1","2","1","5","1","1","2","2","1","4","3","2","1","1","1","2","2","3","1","3","2","2","2","2","2","1","1","4","3","5","3"
"1997",NA,NA,"2","3","3",NA,"3",NA,NA,"4","2","3","3",NA,"3","3","6","5","7",NA,"5",NA,"4","4","4",NA,"4","4","5","4","4",NA,NA,"3","4","1","4","6",NA,NA,NA,"2","2","1","1","1","2","2",NA,NA,"3","3","3","2","3","4",NA,"2","4","2",NA,NA
"1958",NA,NA,"4","4","1","2","1","4","3","2","0","0","6","5","5","0","0","0","0","0","0",NA,"0","9","6","3","2","0","1","4","1","2","2","1","6","1","1","1","1","1","5","3","2","1","1","1","2","2","3",NA,"2","2","4","1","1","2",NA,"1","4","4","3","1"
"1994","1",NA,"3","4","3","2","2","3","3",NA,"1","1","2","2","3","4","2","4","1","1","2","9","5","6","5","5","4","3","3","3","3","4","4","4","4","4",NA,"3","3","3","3","1","2","1","1","1","2","2","3","1","3","3","3","2","2","3","33","2","4","2",NA,"2"
"1994",NA,"9","2","2","2","3","4","1","3","2","4","3","3","4","3","6","1","1","1","0","0","6","1","4","0",NA,"8","1","2","2","3","2","2","2","4","4","2","2","5","2","4","3","2","1","1","1","2","2","3","1","3","2","3","3","1","2","2","2","4","2","3","2"
"1978",NA,NA,"3","5","2","4","1","2","4","2","0","0","4","6","5","0","4","5","0",NA,NA,NA,NA,"6","3","8","5","0","2","2","2","1","3","1","5","2","1","1","3","1","3",NA,"2","1","1","1","2","2","3",NA,"3","1","4","2","2","3",NA,"3","3","3",NA,"1"
"1949",NA,NA,"3","4","3","3","3","1","3","3","0","0","4","6","6","5","6","10","0","0","0","2","0","10","0","0","2","0","4","4","3","3","4","3","4","3","3","3","3","3","2","1","2","1","1","1","2","2","3",NA,"3","2","4","4","1","3","2","1","4","1","1","1"
"1958",NA,NA,"1","4","1","1","1","2","2","2","2","2","5","6","6","3","7","8","3","5","5",NA,"4","10","10","0","4","5","2","4","1","1","2","1","4","2","2","1","1","1","3","1","2","1","1","1","2","2","3","2","3","1","3","2","1","2","55","3","3","2","2","2"
"1958",NA,NA,"2","4","1","3","1","3","1","3","1","2","5","5","6",NA,"5","8","1","5",NA,NA,"4","9","5","7","7","4","2","3","1","1","1","1","4","1","1","2","1","1","1","4","2","1","1","1","2","2","3","1","2","2","3","1","2","2","1","1","4","1","1","1"
"1992","2",NA,"1","4","1","3","1","2","2","2","1","3","6","6","6","7","6","8","6","6","6","5","5","8","5","3","12","6","1","3","2","1","1","2","4","1","1","1","3","2","3","3","2","1","1","1","2","2","3","1","2","2","3","1","2","1","1","2","3","3","2","1"
"1955","2","2","4","5","1","2","2","2","3","2","0","2","5","6","6","3","6","7","2","3","5","2","7","6","5","6","4","3","1","3","2","2","3","2","6","2","2","2","1","2","3","4","2","1","1","1","2","1","3","1","1","3","3","1","1","1","1","3","3","4","2","1"
"1943",NA,NA,"3","6","1","5","1","4","1","2","0","0","6","6","6","3","4","10","4","1","1",NA,"6","9","2","8","2","4","1","4","1","1","1","2","5","1","1","1","1","1","3","4","2","1","1","1","2","1","3",NA,"2","2","4","2","2","2","2","1","3","2","2","1"
"1950","2",NA,"2","4","4","4","2","2","2","1","3","1","6","6","6","2","5","7","2","4","5","3","6","8","6","4","4","5","5","3","2","2","2","2","5","2","4","1","1","1","1","4","2","1","1","1","2","2","3","1","1","2","4","3","1","1","1","2","3","4","3","2"
"1953","1","1","2","6","1","4","1","2","2","2","2","5","6","6","6","5","0","5","0","3","4","9","5","10","7","9","8","0","1","5","2","1","2","2","5","1","1","1","2","2","3","4","2","1","1","1","2","1","3",NA,"3","2","3","2","2","2","1","3","4","4","2","1"
"1992",NA,"2","3",NA,"2","3","3","2","3",NA,"4","5","6",NA,NA,"6","5","5","2","2","5","0","5","8",NA,"6","17","5","2","3","3","3","2","3","4","3","2","3","3","3","2","4","2","1","1","1","2","2","3","2","2","2","3","2","2","2",NA,"3","3","3","2","3"
"1989","2",NA,"1","3","1","4","1","1","1","1","5","5","5","6","6","6","6","7","5","5","6","4","8","10","10","6","9","6","1","1","1","1","2","1","3","2","2","1","1","1","2","3","2","1","1","1","2","2","1","1","1","1","4","2","2","1","1","3","1","3","1","1"
"1976",NA,NA,"1","4","2","2","2","2","2","2","1","4","5","6","6","6","9","8","6","7","6","2","10","8","8","7","17","7","2","2","2","2","2","2","5","2","1","1","1","3","3","3","2","1","1","1","2","1","3","1","1","2","1","2","1","1","1","2","3","2","2","3"
"1963",NA,NA,"3","3","2","2","1","3","2","3","2","4","3","6","3","5","5","6","1","1","0","5","5","7","5","6","8","1","4","4","1","3","2","2","3","2","2","3","3","3","4","3","2","1","1","1","2","2","3","2","3","2","3","3","1","2","1","2","1","4","3","2"
"1982","2",NA,"4","4","1","4","4","3","3","3","6","3","5","6","6","5","8","5","3","4","6","3","10","8","8","0","17","3","2","2","1","2","3","4","4","4","4","2","2","2","2","3","2","1","1","1","2","2","3","1","1","2","2","1","2","1","1","2","3","2","2","3"
"1978","1",NA,"1","5","1","4","2","3","1","2","1","1","4","6","6","6","3","6","4","2","2","6","5","8","5","7","9","5","1","3","1","3","1","1","4","1","1","1","1","1","3","3","2","1","1","1","2","2","3","2","2","2","3","3","2","2","1","2","3","3","2","2"
"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4",NA,NA,NA,"3","0","0","0","0","0",NA,"4",NA,NA,NA,"4","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1","1",NA,"2","2","3",NA,NA,"3","3","1","1","3",NA,"3","1","3","2","1"
"1967",NA,NA,"3","2","1","3","1","4","2","2","2","1","4","6","6","1","2","8","1","3","5","5","8","7","4","7","9","2","2","3","3","2","3","1","3","2","2","2","2","2","3","3","2","1","1","1","2","2","1","1","3","2","4","3","2","2","1","2","4","4","2","1"
"1972",NA,NA,"2","4","1","2","1","2","2","1","0","3","6","6","5","7","6","8","4","5","5","5","5","8","3","7","9","5","1","3","1","1","2","2","5","2","3","1","1","2","3","3","2","1","1","1","2","1","3","1","2","2","4","2","2","2","55","2","3","2","4","2"
"1943",NA,NA,"5","5","1","2","1","4","2","2","0","0","6","3","3","6","6","8","0","0","0","5","0","5","5","7","1","1","1","4","1","1","1","1","6","1","1","1","1","1","3","5","2","1","1","1","2","2","3",NA,"4","2","4","1","1","3","55","2","4","5","3","1"
"1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","5","5","3","3","1","1","1","1","1","1","8","3","7","2","3",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2","1","1","1","2","2",NA,"2","3","2","3","2","2","3","2","2","4","3",NA,"1"
"2000",NA,NA,"2","2","1","2","3","2","1","2","4","4","4","4","4","1","3","2","3","3","3",NA,"5","4","4","5","3","3","3","2","1","2","2","2","2","1","1","3","3","2","2","4","2","1","1","1","2","2","3",NA,NA,"3","3","1","1","2",NA,"3","2","3","3","2"
"2008",NA,NA,"1","1","1","1","1","1","1","1","3","5","5","6",NA,"10","10","10",NA,NA,"10",NA,NA,"10","10","10","4",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","3","2","1","1","1","2","2","3",NA,"4","1","4","2","1","1","1","2","4","2","1","1"
"1989",NA,NA,"2","3","2","2","2","2","2","2","0","0","6","6","6","5","7","8","0","4",NA,NA,NA,"7","7","7","9","0","2","2","2","2","2","2","4","2","2","2","2","2","4","3","2","1","1","1","2","2","3","1","3",NA,"4","2","1","2","1","2","3","3","2","2"
"1995",NA,NA,"3","3","1","2","1","2","1","2","2","4","5","6","6","6","9","8","2","7","7","3","6","7","7","7","18","4","2","3","3","2","2","1","4","2","3","2","1","2","3","4","2","1","1","1","2","2","3","1","3","2","3","2","2","2","1","2","1","3","2","2"
"1977",NA,NA,"2","4","3","1","3","2","4","3","2","4","4","4","4","5","6","7","4","5","5","5","5","7","3","5","4","3","3","3","1","3","2","3","5","2","5","2","2","3","3","2","2","1","1","1","2","2","2","2","2","2","4","1","2","2","1","2","3","3","2","2"
"2001",NA,NA,"2","2","2","2","2","2","2","2","5","0","6","5","4","1","1","3","1","2","5","5","6","5","6","8","8","0","2","4","2","4","2","2","2","2","4","3","2","3","2","4","2","1","1","1","2","2","3",NA,"2","2","4","2","2","2","1","2","4","4","3","2"
"1957","1",NA,"3","5","2","4","1","4","2","1","1","1","6","6","6","0","0","6","0","3","5",NA,"5","9","7","5","9","0","1","4","2","2","5","1","5","1","4","1","1","1","2","3","2","1","1","1","2","2","3",NA,"2","2","4","2","2","2","1","2","1","4","1","1"
"1974",NA,NA,"2","5","3","3","3","3","3","3","3","3","6",NA,"3","5","8","8","6","6","7",NA,NA,"9","8","3","9","7","3","4","3","3","3","3","4","3","3","3","3","3","4","2","2","1","1","1","2","2","1","1","3","1","2","2","1","2","1","2","3","3",NA,"3"
"1960",NA,NA,"2","3","3","3","3","3","3","3","1","1","6","4","4","5","5","5","5","5","5","6","4","5","5","6","4","5","3","3","3","3","3","3","3","3","3","2","2","2","3","4","2","1","1","1","2","2","3",NA,"2","2","3","2","3","3",NA,"2","3","2","3","2"
"1963","2","2","1","1","1","1","1","1","1","1","4","6","6","6","6","7","9","8","4","6","6","3","7","10","10","10","17","6","4","1","1","1","1","1","4","1","1","1","1","1","1","3","2","1","1","1","1","2","1","1","2",NA,"2","2","1","1","1","2","3","2","1","3"
"1981",NA,NA,"1","3","1","2","1","1","1","1","3","2","6","6","5","3","6","7","2","4","5","5","5","10","6","9","9","4","2","2","1","1","2","1","3","3","4","1","1","3","3","4","2","1","1","1","2","2","3","2","3","1","3","2","2","2","55","2","3","5","1","2"
"1972",NA,NA,"4","4","4","4","4","3","3","3",NA,NA,NA,NA,NA,"3","6","6","6","6","6","5","5",NA,NA,"6","8","6","3","4","4","5","5","5","4","3","2","2","2","2","3","4","2","1","1","1","2","2","3",NA,"1",NA,"2","2","1","2","1","3","2","3",NA,"3"
"1985",NA,NA,"4","4","2","4","3","2","4","3","4","5","6",NA,"4","5","3","6","6","4",NA,"5",NA,"6","5","7","13","4","2","3","3","2","3","3","4","3","2","3","3","3","3","3","2","1","1","1","1","2","3",NA,"2",NA,"3","2","1","2","2","3","3","2",NA,"2"
"1992","4","4","2","3","2","1","1","3","1","3","2","4","3","5","5","2","5","6","2","2","3","7","2","7","3","6","8","3","3","3","1","3","1","1","4","2","1","1","2","1","2","3","2","1","1","1","2","2","3","2","3","2","2","2","1","2","2","1","4","2","3","2"
"1959",NA,NA,"2","5","3","2","2","2","3","3","2","4","4","5","4","4","5","7","4","5","5","6","5","7","3","5","4","3","2","4","1","3","2","3","4","3","2","2","3","3","4","2","2","1","1","1","2","2","3","2","2","3","4","2","2","2","2","2","3","4","2","2"
"1949","2","2","1","5","2","2","1","4","2","2","0","2","6","6","2","0","6","8","0","4","6","0","8","8","7","3","3","0","1","6","4","1","2","1","6","2","2","2","2","2","2","4","2","1","1","1","1","2","3","1","2","3","4","2","2","2","1","1","4","2","1","1"
"1948",NA,NA,"3","3","3","3","2","4","2","2","3","3","5","4",NA,"5","3","4","2","2","2","4","4","5","1","5","4","3","2","5","5","3","3","2","6","1","2","1","2","3","3","5","2","1","1","1","2","2","3",NA,"4","3","4","2","2","5","2","3","4","3","1","1"
"1953",NA,NA,"3","4","1","1","2","3","2","2","0","0","0",NA,NA,"2","5","10","0","0","5",NA,NA,"8","0",NA,"2","5","1","5","2","3","3","3","6","2","5","2","2","1","6","3","2","1","1","1","2","2","3",NA,"4","3","4","3","2","3","55","2","4","3","1","1"
"1962",NA,NA,"2","4","1","1","1","3","3","3","0","0","5","6","6","5","7","8","5",NA,NA,NA,"5","10","8","6","9","6","3","3","3","3","3","3","4","3","3","2","3","2","3",NA,"2","1","1","1","2","2","3","2","2","2","3","2","1","2","1","2","3","2","2",NA
"2004",NA,NA,"5","4","3","5","2","4","3","3","0","0","4",NA,NA,"1","0","2","0","0","0","5","2","10","0","5","4","0","3","5","3","3","5","3","6","2","3","3","3","3","6","3","2","1","1","1","2","2","3",NA,"3","3","4","1","1","1","1","2","4","3","1","1"
"1972",NA,NA,"2","3","2","3","3",NA,"3","4","2","3","4","4","4","1","7","9","3","8","6",NA,"5","2","4","3","9","3","4","3","3",NA,"3","4","4","4","3","3","4","4","4","4","2","1","1","1","2","2","3","1","2","3","3","2","3","4",NA,"2","4","2","2",NA
"1980",NA,NA,"3","4","3","3","3","3","3","3","0","4","6","6","6","5","8","8","3","3","4",NA,NA,"10","7","8","8","3","3","3","3","3","3","3","5","3","3","3","3","3","3","4","2","1","1","1","2","2","3",NA,"2","2","3","2","1","2","1","2","3","3","2",NA
"1966",NA,NA,"3","3","2","3","1","4","2","3","4","2","5","6","4","6","8","9","2","7","5",NA,"6","10","8","7","17","4","3","3","3","3","3","1","4","2","4","3","1","3","3","4","2","1","1","1","2","2","3","1","2","1","3","2","3","3","1","1","1","3","3","2"
"1935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","4","6",NA,"5","7","7","5","5","5",NA,"6","8",NA,"4","4","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1","1","1","2","2","3","2","2","2","3","2","1","4","1","2","3","2","1","1"
"1999","2","2","1","5","1","2","3","1","3","2","3","5","5","6","6","2","2","8","5","1","1","2","8","10","7","9","9","3","4","2","1","2","2","4","2","3","1","2","1","3","3","3","2","1","1","1","1","1","3",NA,"1","3","2","3","1","1","1","1","3","1","2","3"
"1964",NA,NA,"2","3","2","2","2","2","2","2","0","0","6","6","6","6","7","8","4","5","5",NA,NA,"10","8","6","9","6","2","4","2","2","2","2","4","2","2","2","2","2","2","3","2","1","1","1","2","2","3","1","3","1","2","2","1","2","1","2","3","2",NA,"3"
NA,NA,NA,NA,"5",NA,"5","3",NA,NA,"3","0","0","6",NA,NA,"2","0","4","0","0","0","5","2",NA,"3","5",NA,"0","3",NA,"3","3",NA,NA,"5",NA,NA,"3","3",NA,NA,"3",NA,"1","1",NA,"2","2","3",NA,"4",NA,"4","3","1",NA,"55",NA,"4",NA,"2","2"
