"yrbrn","prtvteit","prtclfit","ipcrtiva","impricha","ipeqopta","ipshabta","impsafea","impdiffa","ipfrulea","ipudrsta","likrisk","liklead","sothnds","eqwrkbg","eqpolbg","ppltrst","trstlgl","trstplc","trstplt","trstep","trstun","lrscale","euftf","atchctr","atcherp","ccrdprs","edlvfit","trstprl","ipmodsta","ipgdtima","impfreea","iphlppla","ipsucesa","ipstrgva","ipadvnta","ipbhprpa","iprspota","iplylfra","impenva","imptrada","impfuna","ccnthum","dscrgrp","ctzcntr","brncntr","feethngr","pbldmna","volunfp","mbtru","emplrel","impcntr","hincfel","polintr","aesfdrk","gincdif","freehms","vteurmmb","lrnobed","domicil","loylead","wprtbym","actrolga"
"1935",NA,NA,"4",NA,NA,NA,"1","5","3","3","0","0","5","6","6","0","7","7","0","0","10",NA,"0","9","0","1","2","0","2","3","3","3",NA,"2",NA,"2","4","2","2","1","3",NA,"2","1","1","1","2","2","3","6","4","2","4","2","2",NA,"55","1","4","2","2","1"
"1967","7","7","3","4","1","2","1","2","1","2","0","0","6","5","5","3","8","8","7","7","8","3","7","8","7","3","4","7","2","4","2","1","3","1","4","4","2","1","2","4","3","4","1","1","1","1","2","1","3","6","2","2","1","2","2","1","1","2","5","4","2","3"
"1953","4",NA,"4","5","3","4","3","4","2","3","0","0","4","6","6","4","6","7","4","6","6","6","2","5","5","8","4","5","3","5","3","3","4","2","4","3","4","3","2","2","3","3","2","1","1","1","2","2","3","1","4","2","3","2","1","3","1","1","4","2","4","2"
"1961",NA,NA,"1","6","1","5","1","2","1","1","0","0","6","5","5","2","6","10","3","2","2",NA,"6","9","5","10","4","4","1","4","2","1","3","2","6","1","1","1","1","1","3","4","2","1","1","1","2","2","3","6","2","2","4","2","1","2","2","2","3","4","2","1"
"1968",NA,"4","2","4","2","3","3","3","3","2","1","3","2","6","4","4","4","3","2","1","1","8","4","9","2","5","4","3","2","4","3","2","3","3","4","2","3","2","3","2","3","4","2","2","2","1","1","2","3","3","3","2","3","3","2","2","33","2","2","2","3","1"
"1973",NA,NA,"2","4","1","3","5","2","3","1","4","0","5","2","5","9","6","7","4","8","9","1","8","7","8","8","6","6","2","1","2","2","1","2","1","2","3","1","1","1","5","5","2","1","1","1","2","1","1","1","3","2","3","3","2","1","1","1","3","2","1","1"
"1951","2",NA,"3","4","1","4","1","2","2","1","1","1","5","6","6","3","6","7","2","4","3","5","3","7","5","4","6","3","1","4","2","1","3","1","4","1","4","2","1","2","4","4","2","1","1","1","2","1","2","1","2","2","4","2","3","1","1","2","3","3","4","1"
"1983",NA,NA,"1","2","1","1","1","1","3","2","0","5","6","6","6","2","5","4","0","0","0","6","0","10","7","2","4","0","2","2","1","2","3","1","5","2","1","1","1","1","1","4","2","1","1","1","2","2","3","2","4","7","3","1","2","2","1","1","4","4","2","3"
"1977",NA,NA,"2","4","1","2","1","2","2","1","1","1","5","6","6","4","2","2","0","0","4",NA,"3","8","8","4","9","3","1","4","3","1","2","2","6","2","2","2","2","2","4","3","2","1","1","1","2","2","3","1","2","2","4","2","1","1","1","5","4","5","1","1"
"1938","2","2","4","4","1","3","1","4","1","2","0","1","4","6","6","3","6","8","4","6","6","3","7","10","9","3","4","4","1","4","1","2","3","1","4","3","3","2","1","1","4","4","2","1","1","1","2","2","1","2","1","1","3","3","1","2","1","2","3","3","1","1"
"1969","3","3","1","4","1","3","1","2","3","1","4","3","6","6","6","6","7","6","4","5","3","4","10","6","4","9","9","0","1","3","1","1","2","1","2","3","3","1","1","1","3","4","2","1","1","1","1","1","1","1","1","4","1","1","1","1","1",NA,"4","2","3","4"
"1993",NA,NA,"4","4","1","3","4","4","2","2","2","3","4","4","3","5","5","5","3","5","5",NA,"8","8","7","6","3","5","2","5","4","5","5","4","5","3","3","2","3","3","3","3","2","1","1","1","2","2","3","1","2","3","3","2","2","3","65","2","3","3","3","1"
"1963","4","4","2","4","3","4","3","3","3","2","1","2","4","6","6","6","4","7","6","4","6","8","3","10","6","3","6","8","3","5","3","3","3","3","4","3","3","2","2","2","3","3","2","1","1","1","2","2","3","1","2","2","3","2","4","2","1","2","4","2","4","2"
"1935","5","5","3","6","1","5","1","2","3","2","0","0","5","6","3","3","3","7","4","4","5","8","0","0","8","5","4","5","1","5","4","2","4","1","6","2","3","2","2","2","4","1","2","1","1","1","2","2","3","6","2","1","3","2","1","1","1","4","3","4","1","1"
"2001",NA,NA,"3","5","1","3","2","3","2","1","2","2","4","6","5","6","6","6","6","7","6",NA,"0","6","7","9","11","6","2","5","3","1","3","1","4","4","2","1","1","4","2","4","1","1","1","1","2","2","3","1","1","3","4","3","1","4","1","2","3","3","4","1"
"1959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"5","7","6","6","4","5",NA,NA,NA,"10","4","7","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2","1","1","1","2","2","3","2",NA,"1","2","2","2","3",NA,"1","4",NA,"2","1"
"1994",NA,NA,"2","3","1","3","1","2","2","1","1","1","5","6","6","4","5","7","1","4","4","5","5","7","4","5","8","4","1","3","1","2","2","1","4","2","4","1","1","3","3","4","2","1","1","1","2","1","1","1","2","2","4","2","3","1","1","4","3","4","4","1"
"1939","2",NA,"3","4","1","4","1","4","2","2","1","0","6","6","6","5","5","8","1",NA,NA,"5","3","8","5","3","4","2","1","4","3","1","2","1","6","2","5","2","1","1","5","3","2","1","1","1","2","2","2","1","2","2","4","3","2","2","1","3","3","4","4","1"
"1970",NA,"3","3","5","6","2","3","2","2","4","0","2","2",NA,NA,"1","2","2","2","3","2","6","3","6","3","6","9","3","6","5","5","3","3","3","1","6","6","5","2","1","3","1","2","1","1","1","2","2","3","1","2","2","3","2","2","2","2","2","3","2","2","4"
"1962","9",NA,"1","6","2","1","1","2","4","1","3","2","4","6","6","6","0","4","2","0","0","8","1","8","1","3","8","0","3","2","1","3","2","1","4","3","1","1","2","1","3","1","2","1","1","1","2","1","3","1","2","2","3","2","1","3","33","3","4","3","3","2"
"1954",NA,NA,"2","4","4","3","1","3","2","3","2","4","4","4","3","0","4","2","3","5","3","5","0","8","2","8","6","2","4","3","1","3","3","2","4","4","1","3","3","3","3","3","2","1","1","1","2","1","2","2","2","1","2","1","1","3","1","2","4","3","3","2"
"1940","2","2","3","4","1","2","2","2","2","1","3","6","3","0","6","5","5","8","5","9","8","2","10","10","10","8","4","5","1","1","1","1","3","1","2","1","1","1","1","1","1","4","2","1","1","1","2","2","1","1","2","1","3","1","2","4","1","1","4","1","2","2"
"1994","3",NA,"1","5","1","3","2","2","4","2","6","2","4","5","5","7","7","8","6","8","9","3","9","9","8",NA,"12","6","3","4","2","1","2","2","3","3","3","2","2","2","4","4","2","1","1","1","2","2","3","1","2","2","3","2","2","1","1","2","4","2","3","2"
"1979","3",NA,"1","1","1","1","1","1","3","2","1","0","3","6","6","6","1","3","0","0","0","4","6","8","6","6","4","0","2","3","2","2","2","1","5","2","1","1","1","1","2","4","2","1","1","1","2","2","3","6","1","3","4","1","1","1","1","2","4","1","1","1"
"1947","1",NA,"3","6","2","4","2","3","3","2","1","3","3","6","6","8","8","8","7","8","6","8","0","10","9","8","9","5","2","3","1","2","3","2","4","4","4","2","2","2","2","4","2","1","1","1","2","2","3","1","3","1","3","1","1","1","2","2","3","4","2","2"
"1974","1","1","3","4","2","3","3","3","2","2","2","3","4","4","5","5","0","7","6","4","6","8","2","10","4","3","8","8","3","4","3","3","3","2","4","3","2","2","3","3","4","2","2","1","1","1","2","2","3","1","2","1","3","2","4","2","2","2","4","2","3","2"
"2009",NA,NA,"2","4","2","2","1","2","2","2","0","3","3","6","6","6","6","7","4","5","6","0","8","6","7","5","4","6","5","2","3","2","1","2","5","2","2","2","1","6","4","4","2","1","1","1","1","2","3","6","1","1","2","2","1","2","1","2","4","3","5","1"
"1968",NA,NA,"4","5","6","5","5","5","6","6","4","3","5","4","4","7","7","7","5","5","4","6","6","8","8","6","5","8","6","6","5","5","4","5","6","6","5","5","5","5","4","3","2","2","1","2","2","2","3","2","3","4","4","4","4","4","44","4","3","4","5","4"
"1990","2",NA,"2","4","1","2","2","2","6","2","1","4","5","6","6","6","6","8","4","4","4","3","8","8","6","7","17","5","3","3","2","2","2","2","5","2","1","1","1","3","2","3","2","1","1","1","2","2","3","1","1","1","3","2","1","2","1","2","3","3","2","2"
"2008",NA,NA,"3","4","4","4","4","2","3","4","3","4","4","3","3","6","7","7","7","6","6","7","5","5","6","5","4","7","3","4","4","3","5","3","3","4","2","2","5","2","4","3","2","2","1","1","1","1","3","6","2","2","3","2","3","3","33","3","3","3","4","4"
"1954","3",NA,"3",NA,NA,NA,NA,NA,"4","4","3","3","3","3","3","3","4","3","3","5","5",NA,"4","4","4","7","4","3",NA,"1","2","2",NA,"4","3","2",NA,"3","2","3",NA,NA,"2","1","1","1","2","2","3","6","3","3","4","2","1","3",NA,"3","4","3","1","1"
"1967","1","1","4","4","3","3","4","3","3","2","3","4","5","6","6","5","6","8","7","5","6","8","2","9","8","8","9","8","2","3","2","2","2","2","4","3","3","2","1","3","3","3","2","1","2","1","2","2","1","1","3","1","2","1","3","2","1","2","3","4","2","3"
"1958",NA,NA,"4","3","4","2","3","4","5","2","2","3","6","5","6","6","7","5","5","9","8","5","5","6","8","7","8","5","2","2","3","4","5","4","5","3","4","2","3","4","6","3","2","1","1","1","2","2","3","1","2","2","2","2","3","4","2","3","4","2","2","4"
"1966","3","3","1","1","1","1","1","2","2","2","5","4","6","6","6","1","5","7","2","4","3","6","5","9","8","5","4","5","1","2","3","2","2","2","2","5","1","1","1","1","1","2","2","1","1","1","2","2","3","2","1","2","4","2","1","1","1","2","3","2","1","2"
"1961","5","5","3","5","1","4","1","2","1","1","0","1","5","6","4","5","3","5","1","5","5","7","2","7","6","7","6","2","1","4","3","1","2","1","5","2","5","1","2","1","3","3","2","1","1","1","2","2","3","2","3","1","3","3","3","2",NA,"2","4","3","3","1"
"1939",NA,NA,"2","2","2","2","2","2","2","2","0","4","6","6","4","2","8","9","0","0","0",NA,"0","10","5",NA,"4","5","2","2","2","2","2","2","2","2","2","2","2","2","2",NA,"2","1","1",NA,"2","2","3","2","4","2","3","2","1","4","55","2","3",NA,"1","1"
"2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","0","5","6","6","7","6","4","2","7","6",NA,"7","10","4","10","9","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","1","1","1","2","1","1","3","6","2","2","2","2","2","1",NA,"2","1","5","5","4"
"1951","5","5","1","4","1","4","1","1","2","1","0","0","5","5","5","0","7","8","2","1","2","7","2","8","0","0","17","2","1","3","1","2","4","4","2","4","2","2","3","1","2","2","2","1","1","1","2","2","3","1","3","1","3","3","2","3","2","3","1","3","3","2"
"1969","2","2","3","2","1","2","2","2","2","2","2","2","4","6","6","7","7","6","7","6","6","2","10","8","8","9","9","7","1","2","1","1","2","1","2","2","2","1","1","1","1","4","2","1","1","1","1","2","3","3","1","1","2","2","2","2","1","1","3","2","1","3"
"1984","5","5","1","3","3","2","2","3","3","3","2","3","1","4","3","5","4","7","3","1","1","8","0","9","1","0","8","4","2","3","4","4","2","1","4","2","3","2","3","3","3","2","2","1","1","1","1","1","2","1","3","2","2","3","3","3","2","2","2","3","3","3"
"1979","2","2","2","4","2","2","1","4","3","2","2","4","3","6","6","4","6","9","1","4","3","2","3","8","4","8","9","2","2","4","3","2","3","1","5","2","4","2","1","1","3","4","2","1","1","1","2","2","3","1","2","2","3","2","2","1","1","2","4","2","2","2"
"1960","3",NA,"4","6","1","6","1","5","3","3","0","0","6","6","6","3","6","8","2","5","4","6","5","9","4","2","4","2","1","5","2","1","5","1","6","1","4","1","1","1","5","2","2","1","1","1","2","2","3","1","2","4","4","2","1","1","55","3","3","4","1","2"
"1947",NA,NA,"4","3","2","2","3","4","4","2","4","5","5","6","6","7","6","8","2","2","5",NA,"4","8","7","7","2","3","3","3","2","2","3","2","4","4","3","3","3","1","3","4","2","1","1","1","1","2","3","1","2","7","4","2","2","3","1","2","4","2","2","2"
"2007",NA,NA,"2","4","2","2","2","4","2","2","2","2","6",NA,NA,"4",NA,NA,NA,NA,NA,NA,"4","4","4","6","4",NA,"2","4","2","2","2","2","4","2","2","2","2","2","2","4","1","1","2","2","2","2","3","6","2","2","4","2","2","4",NA,"2","4",NA,"2",NA
"1974",NA,NA,"1","1","5","1","4","1","6","4","0","6","2","6","6","0","6","0","0","4","3","7","0","10","6","10","12","3","1","1","1","3","1","6","1","2","1","3","5","3","1","3","1","1","1","1","1","2","1","1","4","1","3","1","3","1","1","2","4","2","5","2"
"1951",NA,"1","4","5","3","4","2","4","4","3","2","1","3","3","3","3","4","6","4","3","3","7","2","8","5","4","6","6","3","3","3","4","4","4","5","3","3","4","3","3","4","2","2","1","1","1","2","2","3","2","3","3","3","3","2","3","2","2","4","3",NA,"1"
"1962","4","4","3","3","1","2","2","2","2","2","0","2","4","6","6","4","7","7","5","5","6","7","0","9","8","6","8","7","2","1","1","2","1","2","4","2","1","3","3","2","3","5","2","1","1","1","2","2","3","1","2","1","2","2","2","2","1","2","3","3","3","1"
"1946","2","2","4","4","3","3","2","4","3","3","1","2","4","5","5","4","6","6","5","7","5","2","8","10","7","7","4","2","3","5","3","3","3","2","4","3","2","2","2","2","4","4","2","1","1","1","2","2","3","1","1","2","2","2","1","2","1","2","4","2","4","2"
"1967","3","3","2","3","1","2","1","1","1","2","4","4","6","6","6","5","4","7","0","3","4",NA,"5","10","5","5","4","3","1","1","1","1","1","1","3","3","1","1","1","1","1","3","2","1","1","1","2","2","3","6","3","2","4","3","1","3","33","2","3","3","1","2"
"1970",NA,NA,"3","4","3","4","2","3","2","1","3","4","5","6","6","8","7","6","6","6","6","3","0","8","6","7","17","5","2","3","2","1","3","2","4","3",NA,"2","1","1","4","3","2","1","1","1","2","1","3","1","7","1","2","4","4","7","1","3","3","4","4","3"
"1953","5",NA,"1","1",NA,"1","1","1","2","2","0",NA,NA,"5","6","0","7","8","0","6","10","8","0","6","6","5","11","6",NA,"1","2","2","2","1","1","2","2",NA,"1","1","1","4","2","1","2","1","1","1","3","6","3","1","1","4","4",NA,"1","2","4","2","2","2"
"1943",NA,NA,"4","4","2","3","1","3","3","2","2","1","5","6","6","4","8","8","6","5","5","4","1","3","3","3","2","2","1","3","3","2","3","3","4","4","2","2","2","1","2","3","2","1","1","2","2","2","3","6","3","2","3","1","2","5","1","1","4","2","2","1"
"1944",NA,NA,"4","4","3","3","3","4","2","3","0","1","3","6","5","1","8","8","0","7","6",NA,"3","7","7","3","2","8","3","4","4","3","3","2","6","2","2","2","3","3","3","3","2","1","1","2","2","2","7","1",NA,"2","4","3","2","7","44","2","1","7","5","1"
"1957","1","1","3","3","3","4","1","3","1","3","0","0","6","1","5","3","5","7","4","4",NA,"9","2","10","4","4","9","6","3","5","3","2","2","1","6","1","1","1","3","1","5","2","2","1","1","1","2","1","3","6","4","3","3","3","4","5","2","1","2",NA,"2","1"
"1947",NA,NA,"3","4","2","2","2","2","2","3","0","0","4","5","4","6","8","8","2","7","7",NA,"7","8","7","6","4","7","4","4","4","4","4","4","5",NA,"1","1","1","1","1","4","2","1","1","1","2","2","3","1","2","2","3","3","2","2","1","2","3","2","2","2"
"1955","2","7","2","3","2","2","2","3","3","2","2","4","4","5","5","4","6","6","5","6","6","3","6","8","7","7","8","7","2","4","2","2","2","3","3","2","2","2","1","2","4","4","2","1","1","1","1","2","3","1","2","2","2","3","2","1","1","3","4","3","4","3"
"1986",NA,NA,"3","5","1","2","2","2","1","3","0","4","4","6","6","7","9","9","4","6","6",NA,"5","10","9","7","4","6","2","3","2","3","2","1","6","2","2","2","2","3","3","3","2","1","1","1","2","2","3","1","1","2","4","2","1","2","55","1","5","3","3","1"
"1980","1","4","2","3","3","3","1","1","1","2","0","4","5","6","6","6","6","8","5","4","4","10","0","5","5","6","18","6","3","3","1","2","2","2","4","3","2","2","2","2","2","5","2","1","1","1","2","2","1","1","3","3","3","1","1","1","2","2","3","3","3","2"
"1958",NA,NA,"4","4","1","2","4","3","1","4","3","4","3","4","3","4","4","5","3","6","3","3","7","5","7","8","8","3","2","4","4","1","2","1","4","1","1","2","2","1","4","4","2","1","2","2","2","2","3","1","2","2","4","2","2","3","1","2","4","3","3","2"
"1956","4","4","3","4","3","3","1","3","3","3","0","5","5","3","3","3","8","7","2","6","3","6","2","8","6","3","4","6","3","4","3","3","3","1","4","3","1","2","3","1","2","2","2","1","1","1","1","2","3","1","3","2","1","3","3","4","2","1","4","1","1","3"
"2000",NA,NA,"2","4","1","2","2","3","2","2","2","1","4","5","5","6","6","6","2","6","6","5","3","5","5","5","12","5","2","2","2","2","2","1","3","3","3","3","1","5","3","3","2","1","1","1","2","2","3","6","3","2","3","2","2","2","1","3","4","3","3","2"
"2004",NA,NA,"3","4","1","3","1","2","3","2","1","2","3","2","2","8","6","8",NA,NA,NA,NA,"5","5","2","2","7","8","1","4","1","3","4","3","4","3","3","3","3","3","2","2","2","1","1","1","2","2","3","6","2","2","4","3","1","2","33","2","3","3","2","2"
"1957","4",NA,"2","2","2","2","2","2","2","2","0","2","5","6","6","5","6","7","5","5","5","6","2","6","5","5","4","5","2","3","2","2","2","2","3","3","3","3","2","3","3","3","2","1","1","1","2","2","3","1","3","2","2","3","3","1","1","1","4","3","3","2"
"1982",NA,NA,"3","4","2","2","1","4","3","3","2","2","4","6","6","5","3","3","0","2","4",NA,"4","8","7","6","17","5","2","4","3","2","2","1","5","2","2","2","2","2","4","3","2","1","1","1","2","2","3","1","1","1","3","2","2","1","1","1","1","2","3","2"
"1993",NA,NA,"2","4","2","2","2","1","3","3","3","3","5","5","4","5","6","6","3","4","2","5","5","7","5","5","8","4","4","1","1","3","1","3","4","3","2","2","1","1","2","3","2","1","1","1","2","2","3","1","2","2","3","3","1","2","55","3","4","3","3","2"
"1948",NA,NA,"3","4","3","3","4","4","2","2","1","1","2","5","4","1","5","5","5","4",NA,NA,NA,"6","6","7","4","6","2","4","3","3","3","3","4","3","4","3","3","3","3","3","2","1","1","2","2","2","3","6","4","2","4","2","2","5",NA,"4","3",NA,"2","1"
"1935",NA,NA,"3","6","2","1","2","2","2","2","0","0","4","3","4","9","10","10","7","7","7","6","2","10","5","7","2","8","1","1","2","2","2","3","6","1","3","2","2","2","4","4","2","1","1","1","2","2","3","6","3","1","4","1","2","1","55","1","1","2","3","1"
"1966",NA,NA,"3","4","1","1","1","2","2","2","0","3","6","6","6","5","8","9","6","5","5","7","4","10","4","5","4","5","2","3","1","1","1","1","4","1","1","1","1","1","1","3","2","1","1","1","2","2","3","1","3","2","3","1","2","3","1","2","3","3","3","2"
"1976",NA,NA,"5","1","1","1","1","2","3","4","2","2","4","6","6","4","2","1","1","2","3","5","5","8","4","6","4","0","3","5","1","1","1","1","5","1","1","1","1","1","4","4","2","1","1","1","2","2","2","1","1","7","3","1","1","2","1","2","4","2","1","1"
"1972","2",NA,"2","3","3","2","2","3","2","2","0","2","5","6","4","7","7","7","5","5","7","3","8","10","7","8","11","5","4","3","2","2","2","1","5","2","1","3","2","3","3","4","2","1","1","1","2","1","1","1","2","2","2","1","2","2","1","3","4","3","3","3"
"1980",NA,NA,"3","6","1","2","2","3","1","2","1","2","3","6","6","7","6","7","4","5","5",NA,"5","10","9","7","9","4","2","4","2","3","3","1","5","2","2","1","1","2","3","2","2","1","1","1","2","2","3","1","2","2","4","2","1","2","1","1","4","3","3","2"
"1994","2",NA,"2","3","2","3","3","3","3","3","3","3","5","6","5","6","6","7","5","7","6","2","6","10","7","7","18","3","3","4","2","2","3","3","4","3","3","2","2","2","3","4","2","1","1","1","2","2","3","2","1","1","3","3","2","2","1","2","4","2","4","2"
"1941","2","2","1","4","1","1","1","1","5","2","4","6","4","6","6","6","7","6","5","7","0","0","10","8","8","8","17","6","2","2","2","1","1","3","3","1","1","1","1","2","1","3","2","1","1","1","1","1","3","1","1","1","2","2","1","1","1","2","3","4","4","2"
"1983","1","1","1","3","1","2","1","2","1","3","3","3","4","6","6","6","8","9","5","5","4","6","4","10","6","7","8","6","2","2","2","2","1","1","3","2","1","2","2","1","3","3","2","1","1","1","2","2","3","1","3","2","2","2","2","2","2","2","3","3","3","3"
"1969",NA,NA,"4","4","2","5","3","5","4","4","0","0","3","6","6","3","3","6","2","2","2","5","3","8","5","4","4","5","3","5","1","3","4","2","4","4","3","3","3","6","4","3","2","1","1","1","2","2","3","1","1","2","4","3","2","2","55","2","4","2","4","1"
"1953",NA,"3","2","4","1","1","1","3","3","1","0","3","6","6","6","10","7","10","5","7","7","3","5","9","9","7","17","5","2","4","2","1","2","1","5","2","2","2","1","1","3","4","2","1","1","1","2","1","2","1","1","1","3","2","1","2","1","2","5","2","3","2"
"1971","1","1","3","2","3","3","2","3","2","4","2","1","4","5","5","3","2","6","4",NA,NA,"8",NA,"9","5",NA,"4","6","4","3","2","2","3","1","3","2","2","2","2","2","3","3","2","1","1","1","2","1","3","6","4","2","3","2","1","2","33","1","4","3","2","1"
