"yrbrn","prtvteit","prtclfit","ipcrtiva","impricha","ipeqopta","ipshabta","impsafea","impdiffa","ipfrulea","ipudrsta","likrisk","liklead","sothnds","eqwrkbg","eqpolbg","ppltrst","trstlgl","trstplc","trstplt","trstep","trstun","lrscale","euftf","atchctr","atcherp","ccrdprs","edlvfit","trstprl","ipmodsta","ipgdtima","impfreea","iphlppla","ipsucesa","ipstrgva","ipadvnta","ipbhprpa","iprspota","iplylfra","impenva","imptrada","impfuna","ccnthum"
2006,66,66,3,3,3,3,3,3,3,3,0,2,5,6,6,7,8,9,7,8,88,88,6,9,9,8,4,88,3,3,3,3,3,3,3,3,3,3,3,4,3,3
1986,77,66,3,3,3,3,3,3,1,2,4,3,4,6,6,3,5,5,5,6,5,5,88,5,3,7,9,5,4,2,1,2,4,2,1,2,3,4,3,2,1,4
2003,1,1,1,3,2,2,2,2,3,2,0,2,6,6,6,7,9,9,6,9,9,10,7,9,8,10,6,8,2,2,2,1,1,1,4,2,2,2,1,1,2,4
1956,7,66,2,3,1,1,2,2,3,1,2,5,6,6,6,8,6,7,0,9,9,3,8,10,10,8,17,6,3,3,2,2,1,2,4,2,2,3,1,1,3,4
1946,77,66,3,4,1,2,1,4,3,2,0,1,5,6,4,5,1,1,0,1,3,77,4,8,8,5,17,1,2,4,1,3,3,1,6,1,2,1,1,2,3,3
1992,1,66,1,1,1,1,2,2,3,1,2,4,3,6,6,6,7,8,7,7,7,7,3,7,7,9,20,5,1,1,1,1,1,1,2,2,1,1,2,3,2,4
1952,66,66,3,3,2,2,1,3,4,2,3,3,4,6,4,4,6,7,3,4,7,3,4,8,7,7,4,3,3,3,3,3,3,2,4,2,2,2,2,2,3,4
1958,2,2,3,4,88,2,3,88,2,3,4,3,4,5,8,5,9,7,6,8,7,4,6,9,7,8,8,8,1,4,88,3,2,3,2,1,1,3,2,88,2,88
7777,66,66,88,5,1,88,88,6,3,88,0,8,4,4,8,3,0,3,0,0,2,88,88,88,0,88,4,0,1,6,88,88,88,3,6,2,3,2,3,1,5,88
1947,1,1,5,2,6,1,3,4,3,5,6,6,1,3,2,7,8,5,2,7,7,9,1,3,7,66,8,3,3,1,3,5,2,1,6,5,1,3,6,6,3,55
1938,66,66,3,5,2,4,2,2,2,2,0,0,5,6,4,5,0,6,0,0,5,77,77,8,0,6,3,0,2,3,3,3,3,2,4,2,4,2,3,1,4,5
1999,66,66,2,3,2,1,1,2,2,2,3,3,4,5,5,5,7,7,4,7,8,5,2,8,7,9,9,4,2,3,2,2,2,2,3,1,1,1,1,1,3,4
1959,2,2,3,4,2,3,1,3,3,4,1,2,4,4,4,3,2,8,3,4,6,2,4,3,3,8,5,5,3,3,1,3,2,2,5,2,3,2,2,3,4,3
1965,66,66,4,4,5,5,5,6,6,5,4,5,5,4,3,7,5,6,6,7,7,6,5,7,7,7,7,4,4,3,4,5,5,4,4,4,5,5,5,5,5,5
1963,77,66,6,4,3,5,1,6,3,3,0,0,1,6,4,1,3,6,2,3,4,88,3,7,7,88,2,2,1,6,4,3,6,2,6,2,3,3,3,1,5,88
1946,5,5,2,4,3,3,1,4,3,2,0,2,6,6,6,7,5,8,5,5,8,5,6,10,7,5,4,5,1,4,3,1,3,2,5,2,1,1,3,2,4,3
1960,77,66,2,5,4,5,5,3,1,2,0,0,4,6,4,7,4,8,1,6,6,6,7,7,5,4,4,5,3,4,3,2,3,1,5,4,1,2,3,3,2,4
1970,4,4,1,3,3,1,4,2,1,4,5,5,2,4,3,5,8,7,6,5,7,7,5,10,6,4,9,5,5,1,2,2,1,1,1,3,1,3,3,1,1,3
1975,88,66,1,5,1,4,2,2,2,2,1,2,5,6,6,3,7,8,0,5,88,3,7,7,6,3,7,0,2,6,1,1,1,2,5,2,2,1,1,4,3,4
1939,2,2,2,4,1,3,4,2,2,1,1,0,6,6,6,4,7,7,5,6,6,1,6,10,9,4,8,5,1,4,2,1,2,1,4,3,1,1,1,1,5,3
1946,66,66,4,6,1,4,1,4,1,3,0,0,5,6,8,3,7,8,4,6,6,5,88,10,6,88,2,5,2,5,4,3,4,1,5,3,4,2,2,1,4,88
1965,1,1,1,4,3,3,2,2,2,1,3,4,4,6,6,8,8,8,6,7,9,10,0,10,7,8,9,7,1,3,1,1,2,2,5,2,2,1,1,1,3,5
1934,77,66,4,5,3,3,2,3,3,2,0,3,4,6,6,6,7,9,6,88,88,77,5,9,6,3,2,7,4,3,2,3,2,1,4,4,1,1,2,1,3,4
1999,66,66,1,2,3,2,4,2,3,3,6,6,3,3,3,8,10,10,10,10,10,77,8,3,4,66,4,10,2,1,1,4,1,2,3,2,1,6,6,3,1,55
1946,66,66,3,5,2,2,2,2,2,2,0,0,5,4,4,0,0,5,0,0,5,88,4,7,6,88,10,0,2,4,2,2,2,2,5,2,2,2,2,2,5,88
2006,66,66,4,4,4,4,4,5,5,5,4,5,4,5,5,6,6,6,6,7,7,2,7,5,6,7,4,6,5,6,6,6,6,5,5,6,6,4,4,5,6,4
1999,3,66,3,2,3,5,2,1,3,3,1,4,2,6,6,6,6,6,6,6,6,6,4,8,8,6,17,6,3,3,5,3,4,2,1,4,3,4,2,4,2,3
1955,77,66,2,3,1,3,3,3,2,2,2,1,5,5,5,3,5,8,1,3,88,77,4,7,4,5,8,3,2,4,2,2,3,1,4,2,3,1,1,3,3,5
1998,66,66,1,4,1,1,3,1,6,1,4,1,6,6,6,0,3,0,0,5,5,4,3,3,4,8,5,5,3,1,1,2,4,1,1,6,2,1,1,4,1,5
1965,77,66,2,3,3,2,4,3,3,3,2,4,3,2,3,8,6,8,4,5,6,77,6,6,88,5,4,8,3,2,3,2,4,2,4,3,2,3,3,3,2,4
1979,66,66,3,88,1,2,2,88,2,3,2,8,4,8,8,6,7,8,6,7,9,6,5,8,8,88,5,6,1,3,2,3,2,1,3,2,1,3,1,3,3,2
7777,3,66,2,4,1,3,3,1,5,2,4,1,5,6,5,4,3,4,0,0,3,3,10,8,6,8,12,0,3,4,1,3,3,2,4,4,2,1,1,5,2,4
1960,3,3,1,88,1,1,1,1,88,1,3,3,6,6,6,6,3,5,3,3,0,3,8,7,6,4,9,3,88,88,1,1,1,1,3,3,3,1,1,1,3,5
1968,1,1,1,5,2,4,3,3,3,3,3,4,5,6,5,5,7,7,4,6,5,7,4,10,7,7,6,5,3,4,3,2,2,2,4,3,4,2,2,1,3,3
1981,5,5,3,4,3,3,3,3,3,3,4,3,4,6,6,4,2,8,4,6,6,6,3,10,6,4,4,7,3,3,3,2,3,2,4,3,3,2,2,2,3,2
1984,5,5,1,6,1,1,1,1,1,1,1,2,6,6,6,7,5,7,5,5,4,6,7,9,7,8,8,6,1,2,2,1,1,3,3,1,1,1,1,1,2,4
1985,66,66,3,4,3,3,4,2,2,3,6,4,5,5,5,4,4,3,3,3,3,4,7,6,7,7,20,5,2,2,3,2,1,2,2,2,1,1,1,1,1,4
1993,3,66,2,3,2,2,2,2,2,2,3,3,4,6,6,4,7,7,5,8,5,2,8,10,8,7,9,2,4,3,3,2,2,2,3,3,3,3,2,4,3,4
1961,66,66,2,2,2,2,2,3,2,2,3,4,4,3,3,6,5,6,2,2,3,5,2,6,4,7,11,0,3,2,3,1,3,2,5,3,2,3,3,2,3,2
1959,1,1,2,4,1,5,1,4,3,1,1,0,5,6,6,5,5,8,6,7,8,6,7,10,10,7,17,7,1,4,3,1,4,1,6,1,4,1,1,1,4,3
1966,66,66,3,3,3,2,4,4,4,5,1,2,2,8,7,1,2,7,4,5,5,77,88,3,3,3,4,3,4,3,3,3,3,3,4,4,5,5,3,4,88,88
1933,66,66,5,5,2,3,1,4,3,2,2,3,5,6,6,7,6,8,4,6,6,6,4,8,8,5,2,4,1,5,2,2,2,2,4,2,2,2,2,1,4,3
1988,6,66,1,6,1,1,1,2,2,3,2,1,3,5,4,4,6,7,1,9,4,5,7,10,10,8,9,0,2,2,1,2,2,2,5,1,2,2,2,2,2,4
1935,66,66,3,6,1,3,3,4,3,2,0,1,6,4,4,8,10,10,7,7,8,7,5,8,4,7,2,8,1,3,1,2,3,1,6,1,2,1,3,1,3,3
1970,66,66,4,4,2,2,4,4,2,3,4,2,3,6,4,3,5,8,3,2,2,6,4,9,6,6,4,2,3,4,2,3,3,2,3,2,2,3,2,2,3,3
1992,66,66,3,4,4,2,3,4,3,4,3,4,3,4,4,4,2,2,3,3,3,2,4,4,6,6,12,3,4,3,3,1,4,3,4,3,2,1,5,4,2,3
1962,66,66,4,2,2,1,2,2,2,2,2,2,4,5,4,5,7,7,4,6,5,6,6,8,7,3,4,5,2,3,2,2,2,3,4,3,2,2,2,2,4,3
1978,66,66,2,2,1,2,2,3,2,2,4,4,4,5,5,0,6,7,0,0,4,3,3,4,5,3,4,0,2,2,2,2,2,2,4,2,2,1,2,1,1,4
1987,4,4,1,3,1,2,1,2,4,3,1,0,6,6,6,6,8,9,3,4,3,6,3,8,5,7,9,4,2,3,1,1,2,2,4,2,2,1,2,2,2,3
1990,77,66,1,4,1,2,1,2,3,4,0,1,5,5,6,5,5,7,3,6,6,4,5,8,5,8,6,4,1,2,2,1,2,1,4,1,2,1,1,1,2,5
1963,2,2,1,3,2,1,3,2,1,2,3,3,4,5,5,3,7,7,4,6,6,3,6,10,9,5,9,5,3,1,3,2,1,3,3,2,2,3,1,5,1,4
1958,66,66,2,3,4,4,5,5,5,3,5,4,4,4,4,7,6,7,8,9,5,8,7,7,8,6,6,8,4,4,4,5,4,4,5,5,5,6,6,6,5,4
2005,66,66,4,4,2,4,2,3,3,2,0,1,4,5,5,7,6,7,2,4,5,5,3,7,6,6,4,3,2,4,3,2,3,3,5,2,2,2,3,3,3,3
1959,6,6,4,4,1,4,3,3,1,1,2,2,4,6,6,6,6,6,2,6,6,6,6,10,8,6,4,6,2,3,1,3,4,2,4,4,2,1,1,1,3,4
1973,66,66,2,3,1,1,1,3,1,1,0,3,5,6,6,6,6,6,2,3,4,5,6,6,6,3,6,5,1,3,1,1,1,1,4,1,1,2,1,1,3,3
1954,3,3,2,5,2,4,2,2,2,2,4,5,3,6,4,7,8,5,0,2,0,0,6,10,1,5,4,2,1,4,1,3,2,4,2,2,2,2,2,3,4,3
1964,2,66,4,4,2,3,3,4,3,2,3,3,5,6,6,6,7,6,5,6,7,2,8,10,10,7,11,5,2,3,1,2,4,2,4,1,4,2,1,4,4,3
1999,66,66,3,2,2,2,3,4,4,5,5,6,3,6,5,2,4,7,0,5,5,6,3,9,9,2,9,0,4,2,1,2,1,2,2,4,4,3,2,4,2,3
1945,1,66,2,3,2,2,2,2,2,2,0,0,5,4,2,4,0,8,0,5,5,10,88,10,0,4,2,0,2,2,2,2,2,2,6,6,5,2,2,2,4,3
1950,77,66,2,6,2,3,2,4,2,3,0,1,3,6,8,1,5,8,2,4,6,77,2,7,4,6,4,1,2,4,2,3,2,2,5,1,2,3,2,2,5,4
2003,66,66,1,3,1,1,1,1,3,1,2,3,5,4,4,7,8,8,5,5,5,3,9,10,9,7,9,5,1,1,1,1,1,1,4,1,1,1,1,1,2,4
2006,66,66,1,2,3,2,4,2,3,3,5,5,2,6,4,6,7,4,4,6,9,5,3,10,6,8,4,5,5,2,2,4,1,1,2,4,1,2,1,3,2,4
1951,2,2,3,4,2,2,2,4,3,2,3,4,4,6,6,3,4,7,4,7,6,3,8,8,8,8,4,6,2,4,3,2,3,3,4,3,3,3,3,2,4,2
1986,1,1,3,3,1,2,2,2,3,1,4,5,6,6,6,6,7,8,6,6,7,7,2,7,6,7,17,6,3,3,2,1,1,3,4,2,1,1,3,3,2,3
1993,2,66,1,5,2,2,4,3,4,2,4,5,4,6,3,7,7,7,5,6,6,3,8,8,9,6,18,6,2,3,2,3,1,3,2,3,4,2,3,5,2,4
1986,66,66,2,2,2,2,2,2,2,2,3,3,3,2,2,7,8,8,9,7,5,88,9,6,3,6,4,8,2,4,4,2,2,2,5,2,3,3,3,1,3,3
1952,77,66,2,3,5,88,88,88,2,2,3,3,3,6,6,1,2,3,2,1,2,77,5,3,3,5,7777,1,1,88,3,2,88,2,88,88,88,88,88,88,88,4
1985,4,66,1,2,1,2,2,3,3,2,2,4,3,6,3,2,5,6,3,6,7,6,2,10,4,8,6,3,4,3,1,3,2,1,4,3,1,3,3,4,3,4
1967,66,66,4,6,1,5,1,5,1,3,1,2,5,6,6,1,6,8,0,4,5,88,3,8,6,3,4,2,1,4,1,2,4,1,4,1,1,1,1,1,3,2
1971,5,66,4,4,2,4,3,3,3,3,1,1,5,5,5,7,6,8,6,6,6,6,5,9,6,6,9,6,3,4,3,2,2,2,4,2,2,2,2,2,4,3
1942,2,2,4,5,3,5,3,6,3,4,0,1,3,3,4,2,5,4,5,6,88,4,2,7,5,3,2,3,2,5,2,4,3,3,5,5,2,2,3,5,6,5
1978,66,66,1,3,3,3,2,4,3,3,0,1,5,4,5,6,6,7,2,3,4,4,6,9,8,8,13,7,2,4,2,2,2,3,3,4,3,3,3,3,2,3
1950,77,77,3,5,1,3,2,3,3,3,3,3,3,6,3,4,6,6,2,0,1,77,0,8,3,4,2,2,3,4,2,3,3,1,4,3,3,1,3,6,3,2
1998,3,66,3,4,2,3,3,4,3,2,3,4,4,6,3,7,7,8,5,6,7,5,4,8,7,10,11,6,3,4,2,3,3,2,4,3,2,2,1,3,3,4
1949,66,66,4,2,4,3,3,5,5,3,0,3,4,3,3,5,7,10,4,6,4,6,10,4,88,66,1,10,3,2,2,4,4,3,4,2,5,3,6,2,2,55
1950,4,66,5,5,1,5,1,3,3,2,0,0,3,4,4,3,3,7,3,5,4,8,4,7,5,7,4,4,3,4,3,3,4,1,6,2,2,3,2,2,5,3
1959,77,77,4,4,2,4,2,3,3,3,2,1,4,6,3,3,7,7,4,6,6,5,4,8,7,6,4,4,3,4,3,3,4,2,4,3,3,3,2,3,3,3
1954,66,66,6,5,1,5,1,6,1,3,0,0,6,6,6,0,0,8,0,0,0,88,0,8,0,0,2,0,1,6,1,1,2,1,6,2,3,2,2,1,6,3
1994,3,3,1,1,2,1,2,1,3,1,3,5,4,6,6,6,7,7,4,6,7,4,7,9,8,6,17,5,4,2,1,2,1,2,1,2,1,3,2,2,1,4
1939,77,77,4,5,2,3,2,3,1,5,0,3,4,8,3,0,5,10,4,4,3,10,0,10,6,0,1,6,3,5,1,3,5,3,5,3,3,1,3,2,3,5
7777,66,66,4,4,5,5,4,4,5,5,3,2,3,3,2,4,5,4,4,6,4,5,5,5,4,3,5,5,5,5,5,5,6,6,5,4,4,3,4,4,4,3
1939,66,66,6,5,3,4,2,5,2,2,0,0,6,6,8,0,5,5,88,5,88,88,88,88,88,88,2,5,2,6,5,3,5,3,6,2,2,3,3,3,6,88
1949,66,3,4,4,1,4,1,4,3,1,0,2,6,6,8,9,88,10,1,88,88,5,88,10,88,10,4,88,1,4,3,1,3,1,6,1,1,1,1,1,4,88
2005,3,66,1,3,2,3,5,2,3,2,3,0,6,6,6,7,6,6,6,7,6,4,5,9,9,7,4,6,5,3,2,3,2,1,1,1,1,1,1,4,1,4
1963,66,1,2,4,3,4,3,2,2,3,6,2,5,6,4,2,3,5,0,6,2,6,9,0,5,6,11,3,2,2,3,2,2,3,2,4,3,2,4,3,4,4
1990,3,3,3,4,1,2,2,2,2,2,3,3,4,6,6,5,6,7,6,7,7,2,7,8,7,3,9,5,4,3,1,3,2,1,3,4,4,1,1,2,4,4
1965,1,1,3,2,2,2,2,4,3,2,1,2,3,6,6,4,2,7,2,0,0,7,3,5,0,3,18,4,1,3,2,2,1,2,4,2,1,1,2,1,2,3
1997,77,66,3,2,2,2,2,2,3,3,1,3,4,6,6,3,5,7,4,4,4,77,7,8,7,7,9,4,3,3,3,3,3,3,3,3,2,2,2,2,2,4
1956,1,1,4,4,4,4,2,4,2,4,6,0,4,5,4,0,2,3,0,0,0,7,0,10,0,0,11,0,2,5,3,3,5,2,5,3,3,3,3,2,4,2
1972,3,3,4,4,3,4,1,5,1,3,1,0,4,6,6,2,9,9,1,7,4,5,4,8,7,8,4,3,2,4,4,3,4,2,5,2,5,2,2,2,3,5
1954,77,66,3,3,3,3,3,3,3,3,3,4,5,6,6,5,8,8,7,7,7,77,7,8,8,7,8,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1992,77,66,2,5,3,2,4,3,1,5,0,2,4,6,6,3,7,7,7,6,7,4,7,6,4,7,12,8,6,4,2,2,3,4,5,4,2,3,5,3,1,3
1988,66,66,3,3,1,3,1,4,2,1,2,2,5,5,5,2,3,5,0,2,3,5,2,5,3,5,6,1,2,3,2,3,3,1,4,1,4,1,1,4,3,5
1962,66,66,4,6,3,3,2,2,3,1,4,3,3,3,2,4,4,10,2,5,6,3,8,6,9,4,2,2,2,4,2,2,2,1,6,2,1,3,1,1,4,4
1983,2,2,3,4,3,2,2,4,2,2,1,3,4,5,3,7,6,7,4,7,7,3,6,8,7,8,12,4,2,3,2,2,3,2,4,2,2,2,2,3,3,4
1984,2,2,3,4,2,2,2,3,5,5,6,6,4,6,5,8,7,6,7,9,8,3,7,7,8,7,8,8,5,4,3,4,2,3,2,2,3,4,3,4,2,3
1990,1,1,1,2,2,1,1,1,1,2,6,6,6,6,6,7,9,8,8,7,7,9,1,8,8,9,12,9,2,1,2,2,1,1,2,2,1,1,1,1,2,4
2000,66,77,1,2,5,2,2,2,2,2,0,3,3,3,3,0,5,0,0,0,0,5,5,10,10,7,9,3,5,2,2,2,2,1,2,5,5,2,2,2,2,3
1976,66,66,2,2,2,1,2,2,2,2,2,5,6,5,5,4,8,8,0,2,5,6,6,4,4,7,12,4,2,1,2,2,1,2,3,2,2,2,2,2,1,4
1985,3,66,2,5,2,2,2,3,2,2,4,3,4,5,5,4,5,5,1,2,3,5,2,6,5,5,4,2,3,3,2,2,2,1,3,2,2,2,2,2,3,4
1949,66,66,2,2,2,2,2,2,2,2,2,1,1,5,5,2,7,7,0,2,2,3,2,7,1,2,4,1,2,2,2,2,2,2,5,2,2,2,2,2,2,4
1973,1,1,6,3,1,2,1,2,2,2,2,1,3,6,6,4,7,7,5,4,6,6,3,8,7,3,7,6,2,2,1,3,3,3,5,1,1,2,2,2,2,3
1967,2,2,2,2,5,2,4,3,5,6,5,4,3,5,4,4,7,8,9,9,9,3,7,8,9,7,8,8,6,2,2,4,5,5,2,5,4,2,3,3,2,4
2004,66,66,3,3,3,4,4,3,3,2,4,4,3,4,4,3,2,2,2,2,2,3,4,3,3,3,8,2,3,4,4,3,3,2,2,3,4,4,4,4,4,1
1976,66,66,4,2,2,2,2,4,3,88,0,0,6,6,8,6,6,6,6,0,3,5,10,0,0,0,3,6,2,2,2,2,2,2,5,2,88,2,2,4,88,3
1964,66,66,2,4,2,2,2,4,6,4,0,2,3,4,4,6,3,4,3,4,6,5,5,5,5,7,4,5,3,3,1,3,4,2,5,4,4,3,1,1,1,4
1988,1,1,1,4,2,3,3,3,4,2,2,4,5,5,5,7,7,8,6,6,6,7,4,8,7,6,12,7,3,3,3,3,2,4,3,4,4,3,3,3,3,4
1974,66,66,2,3,2,2,3,2,3,2,0,3,4,4,4,5,6,8,6,5,6,5,8,4,5,4,4,6,3,4,3,2,2,3,5,3,5,3,3,3,5,3
2004,3,3,2,4,1,3,1,3,2,3,0,4,5,6,6,7,7,8,7,7,7,88,88,10,8,6,4,6,3,1,2,3,3,1,3,2,2,1,3,3,2,88
1982,3,3,2,4,1,2,2,1,2,1,0,3,5,6,6,5,6,7,1,5,4,5,5,8,4,6,9,5,2,4,3,2,2,1,4,3,3,2,2,1,2,4
1966,2,2,2,4,2,4,2,2,2,2,4,4,5,3,3,4,6,8,6,4,4,4,4,4,4,4,17,6,2,2,2,2,2,2,4,2,2,2,2,2,2,4
1972,66,66,1,4,1,5,4,1,4,3,3,4,5,6,6,7,7,4,0,6,7,3,8,6,5,7,8,5,3,1,1,2,4,6,3,4,2,1,1,6,1,4
1945,66,66,4,3,2,3,1,2,3,2,0,0,5,6,6,5,5,7,4,3,3,4,4,4,2,3,3,0,2,3,3,2,2,2,4,3,2,2,2,2,2,2
1964,2,66,1,2,1,3,1,3,1,1,3,1,4,6,6,1,5,6,0,3,3,3,7,7,6,2,8,2,1,3,1,2,2,1,3,2,4,2,1,1,1,4
1969,2,66,2,2,2,2,2,2,3,2,0,0,4,6,6,4,6,7,5,5,6,7,5,8,6,6,9,6,2,2,2,2,2,2,5,2,1,1,1,1,2,2
1963,66,66,3,2,3,3,3,4,4,4,2,3,3,2,3,5,3,3,3,3,3,2,2,4,2,4,9,4,4,1,1,1,2,2,2,3,3,4,5,5,5,4
1982,3,3,2,3,3,2,3,2,2,2,3,3,4,6,6,7,7,9,3,5,7,5,7,10,5,7,8,4,3,2,2,3,2,2,3,2,2,2,2,3,2,4
1958,66,66,2,2,3,1,3,2,2,1,1,3,5,6,4,3,8,8,5,8,8,77,8,9,7,7,7,8,3,3,2,3,2,2,3,1,2,3,2,2,1,2
1976,77,66,3,5,2,2,2,2,2,2,2,2,4,6,5,8,4,7,2,7,7,77,8,6,6,6,17,7,2,5,2,2,2,2,5,4,4,2,2,2,2,3
1998,66,66,2,2,2,2,2,2,5,4,3,3,3,5,4,6,3,5,2,4,3,77,8,3,3,6,11,5,4,3,3,3,3,3,3,3,1,2,2,2,3,4
1982,66,66,1,2,1,1,1,1,2,4,0,2,4,5,5,4,2,7,3,4,4,5,3,4,3,6,9,4,4,2,1,2,1,1,4,4,2,2,2,2,2,3
1945,77,66,4,2,2,1,1,1,2,3,2,1,3,6,4,3,5,7,6,8,6,77,5,8,2,3,11,8,5,4,2,3,3,3,5,4,3,2,3,1,2,4
1960,66,3,2,3,3,2,3,2,4,3,2,3,5,5,5,10,5,6,3,1,3,4,5,8,7,6,9,3,3,2,2,2,3,3,4,2,1,2,2,3,3,4
1973,66,66,1,6,2,1,1,1,4,2,0,1,3,5,6,0,7,8,0,2,4,5,4,10,6,8,4,1,2,2,2,1,1,1,6,3,5,2,1,3,3,4
1955,4,4,3,5,3,3,2,2,3,2,0,0,6,6,6,0,3,7,3,4,5,10,0,8,2,8,4,2,4,3,3,3,3,2,3,2,3,3,3,3,2,5
1964,2,66,3,3,3,3,2,3,3,3,3,3,4,5,5,7,7,8,5,7,7,2,7,9,3,7,9,7,3,3,3,2,2,2,5,3,3,3,3,5,4,3
1975,8,8,2,3,1,3,1,3,2,3,1,2,5,4,4,8,8,8,5,6,8,3,0,10,5,10,9,6,4,3,4,3,3,2,4,3,1,3,2,3,3,3
1955,3,3,2,4,1,1,1,3,5,2,0,3,4,6,6,8,7,9,6,5,6,4,7,7,6,5,3,4,3,3,2,2,1,1,6,3,1,3,1,3,3,4
1959,3,3,3,4,3,3,3,3,3,4,2,1,4,4,4,5,4,6,2,88,2,4,3,8,2,1,8,3,3,3,3,3,2,3,2,2,2,3,2,3,3,3
1962,3,66,4,6,2,4,2,4,3,3,0,2,4,5,6,8,4,7,1,3,8,6,4,10,8,8,4,4,3,3,3,3,3,1,6,3,3,2,2,3,2,4
1948,1,1,5,5,3,4,1,5,2,3,0,0,6,6,6,5,5,7,1,5,5,7,6,10,7,7,2,6,1,6,3,2,4,1,6,1,3,2,1,1,6,4
1956,66,66,4,3,3,1,5,4,3,3,5,6,5,6,5,7,7,4,7,5,4,8,7,8,3,8,4,7,4,2,3,5,5,4,2,3,4,4,4,3,4,5
1972,1,66,2,4,3,2,1,3,1,1,3,5,5,6,6,5,10,10,2,5,7,8,3,10,10,3,4,2,3,4,1,1,2,1,4,1,1,1,1,2,3,4
1988,66,66,2,1,3,3,3,2,3,2,3,4,4,0,0,1,0,88,0,0,0,88,3,0,1,5,4,0,2,1,2,2,3,3,4,3,3,2,2,3,2,4
1939,2,66,5,4,2,4,1,5,1,2,2,4,5,6,6,2,9,9,8,7,8,2,3,9,6,7,9,8,2,3,2,3,3,1,6,2,2,2,3,1,2,3
1999,2,2,2,3,4,2,1,3,3,1,4,1,4,6,6,5,3,1,8,4,3,3,10,10,10,7,4,4,1,3,4,2,3,2,4,2,1,1,2,1,4,3
1974,66,66,2,3,1,2,1,1,2,2,0,0,6,4,5,0,6,9,3,4,3,8,2,5,3,4,9,4,2,3,2,2,3,1,4,3,2,2,2,4,3,3
1971,4,66,4,4,2,4,2,4,2,2,0,1,5,6,6,0,5,6,0,0,0,7,5,4,4,4,9,0,1,4,2,2,4,2,4,2,2,2,2,3,2,3
1967,66,66,2,3,4,88,4,4,4,2,2,2,1,2,2,1,2,2,2,1,1,88,2,2,4,88,5,1,3,4,4,4,4,5,6,5,5,5,5,4,4,88
1970,77,66,2,4,1,2,1,4,2,2,0,2,4,5,6,7,7,8,2,2,2,77,4,10,5,2,6,5,1,4,1,2,2,1,5,2,2,2,2,2,3,3
1972,4,66,2,4,2,3,2,2,3,3,0,3,3,6,6,6,8,8,6,6,6,5,5,7,7,0,9,6,3,4,3,3,3,2,3,4,4,3,2,3,2,4
1986,66,66,1,5,1,2,2,2,2,2,4,1,5,6,6,1,5,5,3,4,7,6,5,6,5,3,5,2,2,5,1,2,1,2,4,2,2,2,1,1,3,3
1943,66,66,4,4,1,4,1,5,1,3,0,0,4,6,6,3,0,0,0,0,0,88,3,8,8,5,3,0,2,5,1,2,3,1,5,2,1,1,1,2,5,3
1961,66,66,1,6,1,1,1,1,1,2,4,3,4,6,5,2,8,9,6,3,7,6,3,9,8,9,4,7,1,2,2,2,2,2,4,2,2,2,2,2,2,5
1965,4,66,2,5,2,4,1,3,3,2,0,1,6,5,6,7,8,9,4,6,6,6,3,8,3,7,4,6,1,4,2,1,3,2,5,1,1,1,2,1,4,3
1998,3,66,2,4,2,2,2,2,2,2,1,2,5,5,4,7,8,8,5,6,6,8,6,9,9,8,9,7,2,3,2,2,2,2,3,2,2,2,2,2,3,4
1935,1,66,2,5,4,3,2,4,3,2,1,4,3,5,4,3,6,6,2,6,6,10,5,10,8,5,3,5,1,5,1,3,4,2,4,4,1,1,2,2,3,3
1985,5,66,2,3,1,4,1,2,2,1,0,0,6,4,6,6,2,8,1,5,6,9,6,4,4,7,6,6,1,3,1,1,3,1,5,3,5,1,1,4,3,4
1947,88,66,3,5,1,2,1,4,2,3,0,1,6,6,6,2,5,8,8,4,8,6,4,9,7,3,2,0,2,5,1,1,4,2,6,2,1,2,2,2,5,4
2005,66,1,1,5,1,1,2,1,2,3,5,5,6,6,5,3,6,8,5,8,9,7,8,9,4,9,9,8,2,2,1,1,1,3,2,3,2,1,2,1,1,4
1986,1,66,2,2,2,2,2,4,3,3,2,2,3,6,6,7,7,7,8,7,7,8,3,7,7,7,4,8,2,2,2,2,2,2,4,2,2,2,2,2,2,3
2000,7,66,2,3,2,2,2,2,2,2,4,3,4,5,8,4,7,6,7,7,7,88,7,7,7,7,9,6,3,3,3,3,3,3,2,2,2,2,2,5,2,3
1986,1,3,3,3,1,1,2,2,1,1,4,4,6,6,6,3,0,9,0,1,1,5,8,8,6,7,9,0,1,3,1,1,2,1,2,3,1,1,1,2,3,4
1946,77,77,3,4,3,4,3,3,4,4,0,0,2,3,8,5,2,3,1,1,0,77,2,8,1,5,4,2,2,4,3,2,88,3,5,4,3,2,3,2,3,2
1985,66,66,3,3,2,2,2,3,3,3,3,3,3,4,4,2,3,4,0,1,1,3,4,7,5,6,4,0,3,3,3,3,3,2,3,2,2,3,2,3,3,4
1967,10,66,2,6,1,6,3,1,1,2,3,3,6,6,6,3,2,5,1,3,8,0,10,7,7,10,17,0,1,3,1,2,3,2,5,3,1,1,1,4,4,3
1968,66,66,3,3,2,2,1,4,3,3,0,0,3,6,6,2,88,8,88,88,88,77,8,2,1,3,7,7,5,4,1,2,2,1,5,3,4,2,2,1,3,3
1989,3,3,2,1,5,5,4,2,5,4,2,5,3,4,5,8,6,5,6,6,7,4,3,8,7,3,12,5,5,1,2,4,2,2,3,4,2,4,2,4,2,2
